date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:58:34	76346/76346	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:06:06%20GMT	http://crypterio-demo.smashingdevs.com/Dark/exchange.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/exchange.html	(from )
20:58:35	327/327	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Jun%202019%2013:58:37%20GMT	http://crypterio-demo.smashingdevs.com/robots.txt		(from )
20:58:37	3664/3664	---M--	200	added ('OK')	text/css	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Dark/css/icons.css	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/css/icons.css	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:37	15129/15129	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Nov%202016%2021:51:26%20GMT	http://crypterio-demo.smashingdevs.com/Dark/css/ui.css	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/css/ui.css	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:38	12223/12223	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202019%2010:47:06%20GMT	http://crypterio-demo.smashingdevs.com/Dark/images/logo.jpg	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/images/logo.jpg	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:40	67690/67690	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:06:05%20GMT	http://crypterio-demo.smashingdevs.com/Dark/exchange-2.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/exchange-2.html	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:42	66890/66890	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:06:06%20GMT	http://crypterio-demo.smashingdevs.com/Dark/exchange-3.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/exchange-3.html	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:44	64197/64197	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:06:06%20GMT	http://crypterio-demo.smashingdevs.com/Dark/exchange-4.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/exchange-4.html	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:45	17516/17516	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:54:16%20GMT	http://crypterio-demo.smashingdevs.com/Dark/market-overview.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/market-overview.html	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:46	21641/21641	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:54:28%20GMT	http://crypterio-demo.smashingdevs.com/Dark/marketcap.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/marketcap.html	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
20:58:47	27985/27985	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:54:36%20GMT	http://crypterio-demo.smashingdevs.com/Dark/trading.html	C:/Users/riventus/Documents/website/crypterio_dark/crypterio-demo.smashingdevs.com/Dark/trading.html	(from http://crypterio-demo.smashingdevs.com/Dark/exchange.html)
