date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:40:31	49224/49224	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:10:06%20GMT	http://crypterio-demo.smashingdevs.com/Light/exchange.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/exchange.html	(from )
21:40:32	1588/1588	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Jun%202019%2014:40:34%20GMT	http://crypterio-demo.smashingdevs.com/robots.txt		(from )
21:40:34	21282/21282	---M--	200	added ('OK')	text/css	date:Sat,%2023%20Mar%202019%2020:57:16%20GMT	http://crypterio-demo.smashingdevs.com/Light/css/style.css	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/css/style.css	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:34	3664/3664	---M--	200	added ('OK')	text/css	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Light/css/icons.css	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/css/icons.css	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:35	15129/15129	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Nov%202016%2021:51:26%20GMT	http://crypterio-demo.smashingdevs.com/Light/css/ui.css	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/css/ui.css	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:35	12223/12223	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202019%2010:47:06%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/logo.jpg	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/logo.jpg	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:36	67647/67647	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:10:06%20GMT	http://crypterio-demo.smashingdevs.com/Light/exchange-2.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/exchange-2.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:38	66835/66835	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:10:06%20GMT	http://crypterio-demo.smashingdevs.com/Light/exchange-3.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/exchange-3.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:40	64086/64086	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202019%2013:10:06%20GMT	http://crypterio-demo.smashingdevs.com/Light/exchange-4.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/exchange-4.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:41	17502/17502	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:55:18%20GMT	http://crypterio-demo.smashingdevs.com/Light/market-overview.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/market-overview.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:42	21614/21614	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:55:30%20GMT	http://crypterio-demo.smashingdevs.com/Light/marketcap.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/marketcap.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:43	27920/27920	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:55:50%20GMT	http://crypterio-demo.smashingdevs.com/Light/trading.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/trading.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:46	104378/104378	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:55:56%20GMT	http://crypterio-demo.smashingdevs.com/Light/withdrawl.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/withdrawl.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:47	19157/19157	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:39:54%20GMT	http://crypterio-demo.smashingdevs.com/Light/register.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/register.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:47	18536/18536	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202019%2020:34:50%20GMT	http://crypterio-demo.smashingdevs.com/Light/login.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/login.html	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:50	1604/1604	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Jan%202019%2020:04:06%20GMT	http://crypterio-demo.smashingdevs.com/Light/amc/animated.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/amc/animated.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:40:54	20337/20337	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Jan%202019%2014:48:56%20GMT	http://crypterio-demo.smashingdevs.com/Light/js/popper.min.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/js/popper.min.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:04	86927/86927	---M--	200	added ('OK')	application/javascript	date:Mon,%2007%20Jan%202019%2021:31:28%20GMT	http://crypterio-demo.smashingdevs.com/Light/js/jquery.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/js/jquery.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:22	210277/210277	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Jan%202019%2020:03:50%20GMT	http://crypterio-demo.smashingdevs.com/Light/amc/charts.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/amc/charts.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:23	2148/2148	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Feb%202019%2010:18:40%20GMT	http://crypterio-demo.smashingdevs.com/Light/js/main.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/js/main.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:24	4170/4170	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Feb%202019%2010:17:42%20GMT	http://crypterio-demo.smashingdevs.com/Light/js/amc.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/js/amc.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:24	123765/123765	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2007:37:36%20GMT	http://crypterio-demo.smashingdevs.com/Light/bootstrap/js/bootstrap.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/bootstrap/js/bootstrap.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:28	192040/192040	---M--	200	added ('OK')	text/css	date:Wed,%2006%20Feb%202019%2014:46:26%20GMT	http://crypterio-demo.smashingdevs.com/Light/bootstrap/css/bootstrap.min.css	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/bootstrap/css/bootstrap.min.css	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:30	212345/212345	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2007:37:36%20GMT	http://crypterio-demo.smashingdevs.com/Light/bootstrap/js/bootstrap.bundle.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/bootstrap/js/bootstrap.bundle.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:31	13764/13764	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Mar%202019%2020:07:58%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/bg.png	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/bg.png	(from http://crypterio-demo.smashingdevs.com/Light/css/style.css)
21:41:34	46619/46619	---M--	200	added ('OK')	text/javascript	etag:%223b4e6b339f60008d331affd856a455a6%22	https://s3.tradingview.com/tv.js	C:/Users/riventus/Documents/website/crypterio_light/s3.tradingview.com/tv.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange.html)
21:41:35	29464/29464	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.eot	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.eot	(from http://crypterio-demo.smashingdevs.com/Light/css/icons.css)
21:41:36	29332/29332	---M--	200	added ('OK')	font/woff	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.woff	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.woff	(from http://crypterio-demo.smashingdevs.com/Light/css/icons.css)
21:41:39	116174/116174	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.svg	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.svg	(from http://crypterio-demo.smashingdevs.com/Light/css/icons.css)
21:41:40	29256/29256	---M--	200	added ('OK')	font/ttf	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.ttf	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.ttf	(from http://crypterio-demo.smashingdevs.com/Light/css/icons.css)
21:41:41	29464/29464	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Jul%202017%2020:59:46%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfont.eot?	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/cryptofont-webfontd41d.eot	(from http://crypterio-demo.smashingdevs.com/Light/css/icons.css)
21:41:49	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Nov%202016%2021:51:42%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-strokebb1d.eot	(from http://crypterio-demo.smashingdevs.com/Light/css/ui.css)
21:41:49	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Nov%202016%2021:51:42%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-stroke.eot?	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-stroked41d.eot	(from http://crypterio-demo.smashingdevs.com/Light/css/ui.css)
21:41:51	164442/164442	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Nov%202016%2021:51:38%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-strokebb1d.svg	(from http://crypterio-demo.smashingdevs.com/Light/css/ui.css)
21:41:53	334/334	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Jun%202019%2014:41:54%20GMT	http://crypterio-demo.smashingdevs.com/Light/amc/dark.js	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/amc/dark.js	(from http://crypterio-demo.smashingdevs.com/Light/exchange-2.html)
21:41:53	58556/58556	---M--	200	added ('OK')	font/woff	date:Thu,%2017%20Nov%202016%2021:51:30%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-strokebb1d.woff	(from http://crypterio-demo.smashingdevs.com/Light/css/ui.css)
21:41:54	333/333	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Jun%202019%2014:41:56%20GMT	http://crypterio-demo.smashingdevs.com/Light/index.html	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/index.27.delayed	(from http://crypterio-demo.smashingdevs.com/Light/market-overview.html)
21:41:55	1474/1474	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Feb%202019%2018:35:42%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/coins/ltc.png	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/coins/ltc.png	(from http://crypterio-demo.smashingdevs.com/Light/market-overview.html)
21:41:56	1667/1667	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Feb%202019%2018:35:18%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/coins/btcc.png	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/coins/btcc.png	(from http://crypterio-demo.smashingdevs.com/Light/market-overview.html)
21:41:56	746/746	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Feb%202019%2018:34:40%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/coins/xrp.png	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/coins/xrp.png	(from http://crypterio-demo.smashingdevs.com/Light/market-overview.html)
21:41:57	1779/1779	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Feb%202019%2018:36:30%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/coins/tron.png	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/coins/tron.png	(from http://crypterio-demo.smashingdevs.com/Light/market-overview.html)
21:41:57	1786/1786	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Feb%202019%2018:36:58%20GMT	http://crypterio-demo.smashingdevs.com/Light/images/coins/stlr.png	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/images/coins/stlr.png	(from http://crypterio-demo.smashingdevs.com/Light/market-overview.html)
21:41:58	58480/58480	---M--	200	added ('OK')	font/ttf	date:Thu,%2017%20Nov%202016%2021:51:32%20GMT	http://crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/riventus/Documents/website/crypterio_light/crypterio-demo.smashingdevs.com/Light/fonts/Pe-icon-7-strokebb1d.ttf	(from http://crypterio-demo.smashingdevs.com/Light/css/ui.css)
